order_id,user_id,order_date,product_id,product_category,product_name,quantity,price_per_unit,payment_method,order_status
1150,U169,24-04-2025,P645,Books,Data Engineering 101,4,82.06,UPI,Delivered
1151,U173,06-04-2025,P263,Home Decor,Wall Art,1,41.02,UPI,Delivered
1152,U098,05-04-2025,P453,Books,Data Engineering 101,5,47.8,UPI,Cancelled
1153,U006,07-04-2025,P744,Fashion,Jacket,4,35.51,PayPal,Returned
1154,U149,14-04-2025,P168,Fashion,Jacket,2,30.78,Credit Card,Returned
1155,U171,02-05-2025,P666,Fashion,Sneakers,4,45.16,UPI,Cancelled
1156,U159,06-04-2025,P999,Books,Spark for Dummies,2,13.86,Credit Card,Returned
1157,U137,02-05-2025,P673,Kitchen,Knife Set,3,93.73,PayPal,Cancelled
1158,U047,09-04-2025,P493,Books,Data Engineering 101,4,77.37,Credit Card,Processing
1159,U010,21-04-2025,P478,Home Decor,Photo Frame,3,84.34,UPI,Delivered
1160,U136,29-04-2025,P355,Home Decor,Wall Art,4,74.83,Debit Card,Delivered
1161,U046,18-04-2025,P197,Home Decor,Wall Clock,4,40.77,UPI,Cancelled
1162,U119,07-04-2025,P893,Fashion,T-Shirt,1,35.34,UPI,Cancelled
1163,U130,24-04-2025,P835,Books,Spark for Dummies,4,90.63,UPI,Delivered
1164,U077,05-04-2025,P256,Books,Data Engineering 101,5,66.6,UPI,Returned
1165,U061,19-04-2025,P992,Kitchen,Knife Set,5,92.26,Credit Card,Cancelled
1166,U129,19-04-2025,P397,Kitchen,Cutting Board,2,71.98,UPI,Processing
1167,U173,12-04-2025,P377,Books,Data Engineering 101,1,29.93,UPI,Processing
1168,U127,28-04-2025,P583,Books,AI Revolution,5,33.7,PayPal,Cancelled
1169,U077,16-04-2025,P647,Books,AI Revolution,3,87.93,UPI,Cancelled
1170,U063,22-04-2025,P766,Home Decor,Cushion Cover,5,76.79,Credit Card,Cancelled
1171,U163,21-04-2025,P353,Kitchen,Cutting Board,3,61.11,Debit Card,Processing
1172,U101,03-05-2025,P898,Home Decor,Wall Art,4,99.11,UPI,Cancelled
1173,U085,25-04-2025,P563,Home Decor,Photo Frame,2,69.86,Debit Card,Processing
1174,U124,19-04-2025,P765,Kitchen,Knife Set,1,60.69,PayPal,Cancelled
1175,U073,28-04-2025,P203,Fashion,Sneakers,4,71.6,Debit Card,Cancelled
1176,U132,11-04-2025,P189,Electronics,Wireless Mouse,5,72.63,Debit Card,Cancelled
1177,U034,22-04-2025,P439,Kitchen,Cutting Board,2,84.32,UPI,Cancelled
1178,U173,05-04-2025,P484,Fashion,T-Shirt,5,87.95,Credit Card,Delivered
1179,U170,16-04-2025,P432,Kitchen,Toaster,4,53.03,UPI,Cancelled
1180,U117,19-04-2025,P264,Home Decor,Cushion Cover,5,83.12,PayPal,Processing
1181,U163,09-04-2025,P534,Books,AI Revolution,1,72.54,UPI,Processing
1182,U194,10-04-2025,P587,Books,Data Engineering 101,2,82.04,Credit Card,Delivered
1183,U087,30-04-2025,P853,Home Decor,Cushion Cover,2,74.63,PayPal,Returned
1184,U132,02-05-2025,P462,Books,Data Engineering 101,2,77.83,UPI,Returned
1185,U012,23-04-2025,P540,Books,AI Revolution,4,84.58,Debit Card,Processing
1186,U048,09-04-2025,P633,Electronics,Bluetooth Headphones,5,40.69,UPI,Delivered
1187,U013,08-04-2025,P842,Electronics,Power Bank,5,43.64,UPI,Cancelled
1188,U054,14-04-2025,P225,Electronics,Power Bank,5,31.58,Credit Card,Delivered
1189,U030,14-04-2025,P180,Fashion,Sunglasses,1,63.39,Debit Card,Delivered
1190,U166,08-04-2025,P812,Fashion,Sneakers,1,92.75,PayPal,Cancelled
1191,U159,01-05-2025,P146,Electronics,Smartwatch,1,20.61,Credit Card,Processing
1192,U135,24-04-2025,P387,Home Decor,Photo Frame,2,47.02,PayPal,Returned
1193,U184,14-04-2025,P364,Electronics,Wireless Mouse,4,30.62,Credit Card,Delivered
1194,U079,15-04-2025,P686,Books,Clean Code,3,99.14,Credit Card,Cancelled
1195,U031,29-04-2025,P338,Fashion,Sneakers,2,25.19,PayPal,Returned
1196,U059,12-04-2025,P155,Home Decor,Wall Art,5,60.18,PayPal,Cancelled
1197,U048,13-04-2025,P682,Electronics,Power Bank,1,31.27,UPI,Cancelled
1198,U019,01-05-2025,P397,Fashion,Jeans,1,48.72,Credit Card,Delivered
1199,U081,21-04-2025,P588,Fashion,T-Shirt,4,91.35,UPI,Delivered
1200,U048,01-05-2025,P840,Kitchen,Toaster,2,45.29,Credit Card,Returned
1201,U049,27-04-2025,P677,Electronics,Power Bank,4,89.53,UPI,Delivered
1202,U013,02-05-2025,P173,Kitchen,Toaster,4,16.06,PayPal,Cancelled
1203,U136,04-04-2025,P284,Fashion,T-Shirt,4,20.19,PayPal,Cancelled
1204,U195,18-04-2025,P913,Books,AI Revolution,5,71.97,Debit Card,Returned
1205,U111,08-04-2025,P273,Fashion,Jeans,4,26.81,Debit Card,Returned
1206,U164,23-04-2025,P798,Home Decor,Wall Art,5,28.92,PayPal,Returned
1207,U013,14-04-2025,P484,Fashion,Jeans,2,57.97,Credit Card,Processing
1208,U167,19-04-2025,P149,Electronics,Bluetooth Headphones,2,59.2,UPI,Delivered
1209,U028,24-04-2025,P708,Books,Data Engineering 101,4,36.19,PayPal,Returned
1210,U085,02-05-2025,P842,Books,AI Revolution,4,88.86,UPI,Cancelled
1211,U056,27-04-2025,P922,Books,Clean Code,2,76.37,Debit Card,Processing
1212,U004,02-05-2025,P302,Kitchen,Microwave,4,35.28,PayPal,Cancelled
1213,U083,04-04-2025,P142,Fashion,Jacket,5,50.33,PayPal,Returned
1214,U099,22-04-2025,P750,Home Decor,Photo Frame,3,63.61,Debit Card,Returned
1215,U178,19-04-2025,P389,Home Decor,Photo Frame,3,87.01,UPI,Returned
1216,U142,09-04-2025,P452,Books,Big Data Explained,2,86.63,PayPal,Delivered
1217,U040,23-04-2025,P282,Fashion,T-Shirt,3,25.64,PayPal,Processing
1218,U175,30-04-2025,P704,Books,Data Engineering 101,4,57.6,PayPal,Delivered
1219,U159,14-04-2025,P501,Kitchen,Knife Set,4,12.39,Credit Card,Processing
1220,U139,06-04-2025,P130,Kitchen,Toaster,4,25.09,UPI,Processing
1221,U146,30-04-2025,P893,Electronics,Bluetooth Headphones,5,79.21,PayPal,Cancelled
1222,U073,30-04-2025,P298,Books,Spark for Dummies,2,74.12,Debit Card,Delivered
1223,U072,18-04-2025,P903,Fashion,T-Shirt,2,84.55,PayPal,Returned
1224,U010,06-04-2025,P748,Kitchen,Microwave,2,60.9,Debit Card,Returned
1225,U129,04-04-2025,P910,Books,Clean Code,5,42.78,PayPal,Delivered
1226,U136,11-04-2025,P964,Books,Big Data Explained,2,82.33,Credit Card,Processing
1227,U150,08-04-2025,P600,Home Decor,Wall Clock,4,84.14,PayPal,Delivered
1228,U071,08-04-2025,P760,Kitchen,Knife Set,3,14.47,UPI,Delivered
1229,U086,25-04-2025,P933,Electronics,USB-C Cable,4,22.25,Debit Card,Returned
1230,U024,29-04-2025,P342,Books,Clean Code,1,31.58,Credit Card,Returned
1231,U200,30-04-2025,P774,Books,Big Data Explained,4,85.68,PayPal,Cancelled
1232,U185,21-04-2025,P321,Home Decor,Wall Clock,3,41.56,PayPal,Delivered
1233,U107,26-04-2025,P709,Fashion,Sneakers,1,52.59,Credit Card,Delivered
1234,U031,26-04-2025,P479,Kitchen,Knife Set,2,53.68,Credit Card,Cancelled
1235,U066,26-04-2025,P462,Home Decor,Photo Frame,1,41.37,UPI,Delivered
1236,U194,15-04-2025,P350,Electronics,Smartwatch,2,85.36,PayPal,Processing
1237,U121,09-04-2025,P583,Kitchen,Toaster,3,51.61,PayPal,Processing
1238,U028,24-04-2025,P234,Home Decor,Wall Art,2,55.22,Debit Card,Processing
1239,U033,24-04-2025,P632,Books,Data Engineering 101,5,68.1,Credit Card,Processing
1240,U120,05-04-2025,P684,Books,Big Data Explained,5,60.49,UPI,Delivered
1241,U141,11-04-2025,P465,Kitchen,Toaster,4,57.43,Debit Card,Delivered
1242,U170,01-05-2025,P308,Kitchen,Blender,2,14.34,PayPal,Processing
1243,U179,01-05-2025,P664,Kitchen,Cutting Board,3,53.72,Credit Card,Returned
1244,U078,02-05-2025,P103,Home Decor,Lamp,5,56.06,PayPal,Processing
1245,U044,10-04-2025,P781,Electronics,Smartwatch,3,62.79,UPI,Cancelled
1246,U035,30-04-2025,P478,Electronics,USB-C Cable,4,69.6,UPI,Delivered
1247,U184,02-05-2025,P653,Electronics,Smartwatch,3,92.29,UPI,Cancelled
1248,U149,22-04-2025,P988,Fashion,Jeans,2,59.11,UPI,Returned
1249,U186,12-04-2025,P443,Electronics,Smartwatch,2,41.59,Debit Card,Delivered
1250,U084,24-04-2025,P689,Kitchen,Toaster,4,19.42,UPI,Returned
1251,U163,18-04-2025,P262,Kitchen,Microwave,4,99.91,UPI,Cancelled
1252,U131,04-04-2025,P115,Kitchen,Cutting Board,4,37.87,Credit Card,Cancelled
1253,U096,28-04-2025,P218,Kitchen,Cutting Board,4,10.03,Credit Card,Cancelled
1254,U174,23-04-2025,P293,Home Decor,Photo Frame,4,69.34,Debit Card,Cancelled
1255,U173,30-04-2025,P796,Electronics,USB-C Cable,1,28.9,UPI,Processing
1256,U199,28-04-2025,P101,Books,Spark for Dummies,4,50.8,Credit Card,Cancelled
1257,U020,26-04-2025,P507,Electronics,Power Bank,5,15.04,Credit Card,Cancelled
1258,U015,04-04-2025,P728,Fashion,Jacket,2,61.34,UPI,Returned
1259,U146,01-05-2025,P939,Fashion,Jeans,1,53.69,Credit Card,Returned
1260,U010,01-05-2025,P470,Home Decor,Cushion Cover,1,76.22,Debit Card,Processing
1261,U113,09-04-2025,P452,Kitchen,Blender,1,66.59,UPI,Cancelled
1262,U147,23-04-2025,P447,Electronics,Smartwatch,3,89.26,Debit Card,Returned
1263,U011,10-04-2025,P830,Books,Clean Code,2,74.11,Credit Card,Cancelled
1264,U185,24-04-2025,P781,Electronics,USB-C Cable,4,53.58,Debit Card,Cancelled
1265,U040,09-04-2025,P949,Books,Data Engineering 101,5,42.25,Credit Card,Processing
1266,U164,07-04-2025,P745,Electronics,USB-C Cable,4,51.01,UPI,Cancelled
1267,U076,20-04-2025,P203,Fashion,Sneakers,2,58.4,Debit Card,Cancelled
1268,U017,02-05-2025,P595,Electronics,USB-C Cable,2,72.15,PayPal,Cancelled
1269,U004,19-04-2025,P534,Electronics,Bluetooth Headphones,1,46.2,Credit Card,Processing
1270,U136,10-04-2025,P271,Electronics,Wireless Mouse,1,66.37,Credit Card,Returned
1271,U167,20-04-2025,P755,Electronics,Bluetooth Headphones,2,16.54,UPI,Returned
1272,U067,18-04-2025,P872,Kitchen,Blender,5,75.95,Credit Card,Cancelled
1273,U158,28-04-2025,P345,Books,Spark for Dummies,3,14.04,PayPal,Cancelled
1274,U185,16-04-2025,P297,Home Decor,Wall Clock,5,96.42,PayPal,Cancelled
1275,U109,18-04-2025,P288,Fashion,Jeans,4,68.35,UPI,Cancelled
1276,U107,08-04-2025,P424,Kitchen,Blender,5,41.47,PayPal,Cancelled
1277,U134,14-04-2025,P523,Fashion,T-Shirt,1,13.34,UPI,Returned
1278,U180,16-04-2025,P193,Home Decor,Cushion Cover,4,81.46,Debit Card,Delivered
1279,U173,16-04-2025,P545,Electronics,Wireless Mouse,5,11.36,UPI,Cancelled
1280,U142,01-05-2025,P576,Kitchen,Cutting Board,5,67.84,Credit Card,Returned
1281,U048,02-05-2025,P959,Fashion,Sneakers,1,96.04,UPI,Delivered
1282,U130,06-04-2025,P141,Books,Spark for Dummies,5,81.78,Debit Card,Cancelled
1283,U174,21-04-2025,P592,Home Decor,Wall Clock,4,20.15,PayPal,Delivered
1284,U180,02-05-2025,P276,Books,Clean Code,2,54.78,PayPal,Delivered
1285,U005,19-04-2025,P614,Home Decor,Cushion Cover,4,67.34,Credit Card,Returned
1286,U020,20-04-2025,P314,Electronics,USB-C Cable,2,70.22,Debit Card,Processing
1287,U200,22-04-2025,P695,Books,Spark for Dummies,3,31.51,Credit Card,Delivered
1288,U174,17-04-2025,P571,Books,AI Revolution,5,38.01,Debit Card,Processing
1289,U162,08-04-2025,P778,Electronics,Bluetooth Headphones,1,51.38,UPI,Returned
1290,U021,11-04-2025,P745,Kitchen,Cutting Board,3,16.66,PayPal,Cancelled
1291,U164,14-04-2025,P126,Home Decor,Lamp,4,37.39,PayPal,Returned
1292,U055,03-05-2025,P231,Kitchen,Toaster,1,50.46,Debit Card,Processing
1293,U049,14-04-2025,P803,Electronics,Smartwatch,2,98.13,Credit Card,Cancelled
1294,U021,04-04-2025,P794,Fashion,Jeans,3,36.47,Debit Card,Delivered
1295,U090,17-04-2025,P812,Electronics,Power Bank,3,92.08,UPI,Returned
1296,U138,03-05-2025,P453,Kitchen,Microwave,2,71.28,Credit Card,Returned
1297,U136,09-04-2025,P804,Kitchen,Blender,4,31.25,UPI,Processing
1298,U138,15-04-2025,P857,Books,AI Revolution,4,94.67,PayPal,Returned
1299,U198,21-04-2025,P441,Kitchen,Microwave,5,69.21,Credit Card,Delivered
1300,U091,30-04-2025,P814,Books,AI Revolution,2,33.05,Credit Card,Processing
1301,U063,19-04-2025,P610,Fashion,Jeans,2,53.26,PayPal,Processing
1302,U117,20-04-2025,P372,Kitchen,Toaster,1,31.19,Debit Card,Delivered
1303,U021,10-04-2025,P158,Books,Clean Code,2,87.02,UPI,Cancelled
1304,U195,06-04-2025,P374,Electronics,USB-C Cable,1,67.65,Credit Card,Cancelled
1305,U198,14-04-2025,P306,Books,Data Engineering 101,1,61.66,UPI,Processing
1306,U095,01-05-2025,P472,Electronics,Bluetooth Headphones,1,26.99,UPI,Cancelled
1307,U014,29-04-2025,P898,Electronics,Smartwatch,4,32.03,Debit Card,Cancelled
1308,U019,15-04-2025,P839,Home Decor,Wall Clock,3,85.61,PayPal,Cancelled
1309,U101,01-05-2025,P824,Fashion,T-Shirt,2,47.96,PayPal,Delivered
1310,U162,21-04-2025,P515,Electronics,Power Bank,2,70.81,UPI,Cancelled
1311,U140,19-04-2025,P917,Books,AI Revolution,5,62.01,PayPal,Delivered
1312,U059,26-04-2025,P953,Kitchen,Blender,3,76.3,Debit Card,Returned
1313,U128,19-04-2025,P905,Home Decor,Cushion Cover,3,95.41,PayPal,Delivered
1314,U106,26-04-2025,P907,Books,Big Data Explained,4,49.01,Debit Card,Delivered
1315,U142,12-04-2025,P867,Home Decor,Wall Art,4,91.45,Credit Card,Delivered
1316,U097,26-04-2025,P749,Electronics,Smartwatch,3,98.36,UPI,Cancelled
